statute,title_id,title_text,level_1_id,level_1_text,level_2_id,level_2_text,level_3_id,level_3_text,level_4_id,level_4_text,section_id,section_text
04_13f41,04,amusements,part ii, gaming,chapter 13f, casino simulcasting,subchapter e, fees and taxes,-,-,13f41, casino simulcasting authorization fee.
04_13f42,04,amusements,part ii, gaming,chapter 13f, casino simulcasting,subchapter e, fees and taxes,-,-,13f42, retention and distribution of money and pari-mutuel pools.
04_13f43,04,amusements,part ii, gaming,chapter 13f, casino simulcasting,subchapter e, fees and taxes,-,-,13f43, casino simulcasting taxes.
04_13f44,04,amusements,part ii, gaming,chapter 13f, casino simulcasting,subchapter e, fees and taxes,-,-,13f44, construction.
04_1401,04,amusements,part ii, gaming,chapter 14, revenues,-,-,-,-,1401, slot machine licensee deposits.
04_1402,04,amusements,part ii, gaming,chapter 14, revenues,-,-,-,-,1402, gross terminal revenue deductions.
04_1402.1,04,amusements,part ii, gaming,chapter 14, revenues,-,-,-,-,1402.1,itemized budget reporting.
04_1403,04,amusements,part ii, gaming,chapter 14, revenues,-,-,-,-,1403, establishment of state gaming fund and net slot machine revenue distribution.
04_1404,04,amusements,part ii, gaming,chapter 14, revenues,-,-,-,-,1404, distributions from licensee's revenue receipts.
04_1405,04,amusements,part ii, gaming,chapter 14, revenues,-,-,-,-,1405, pennsylvania race horse development trust fund.
04_1405.1,04,amusements,part ii, gaming,chapter 14, revenues,-,-,-,-,1405.1,protection of funds.
04_1406,04,amusements,part ii, gaming,chapter 14, revenues,-,-,-,-,1406, distributions from pennsylvania race horse development trust fund.
04_1407,04,amusements,part ii, gaming,chapter 14, revenues,-,-,-,-,1407, pennsylvania gaming economic development and tourism fund.
04_1407.1,04,amusements,part ii, gaming,chapter 14, revenues,-,-,-,-,1407.1, casino marketing and capital development account.
04_1408,04,amusements,part ii, gaming,chapter 14, revenues,-,-,-,-,1408, transfers from state gaming fund.
04_1409,04,amusements,part ii, gaming,chapter 14, revenues,-,-,-,-,1409, property tax relief fund.
04_1501,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1501, responsibility and authority of department.
04_1502,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1502, liens and suits for taxes.
04_1503,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1503, applicants to provide tax information.
04_1504,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1504, wagering on credit.
04_1505,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1505, no eminent domain authority.
04_1506,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1506, licensed facility zoning and land use appeals.
04_1507,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1507," inapplicability of keystone opportunity zone, keystone opportunity expansion zone"
04_1508,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1508, athletic event gaming.
04_1509,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1509, compulsive and problem gambling program.
04_1509.1,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1509.1,drug and alcohol treatment.
04_1510,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1510, labor hiring preferences.
04_1511,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1511, declaration of exemption from federal laws prohibiting slot machines.
04_1512,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1512, financial and employment interests.
04_1512.1,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1512.1,additional restrictions.
04_1513,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1513, political influence.
04_1514,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1514," regulation requiring exclusion, ejection or denial of access of certain persons."
04_1515,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1515, repeat offenders excludable from licensed gaming facility.
04_1516,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1516, list of persons self excluded from gaming activities.
04_1516.1,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1516.1,prosecutorial and adjudicatory functions.
04_1517,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1517, investigations and enforcement.
04_1517.1,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1517.1,(reserved).
04_1517.2,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1517.2,conduct of board employees.
04_1518,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1518, prohibited acts; penalties.
04_1518.1,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1518.1,report of suspicious transactions.
04_1518.2,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1518.2,additional authority.
04_1518.3,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1518.3,applicability of clean indoor air act.
04_1519,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1519, detention.
04_1520,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1520, automated teller machines.
04_1521,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1521, liquor licenses at licensed facilities.
04_1522,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1522, interception of oral communications.
04_1523,04,amusements,part ii, gaming,chapter 15, administration and enforcement,-,-,-,-,1523, electronic funds transfer terminals.
04_1601,04,amusements,part ii, gaming,chapter 16, junkets,-,-,-,-,1601, gaming junkets authorized.
04_1602,04,amusements,part ii, gaming,chapter 16, junkets,-,-,-,-,1602, gaming junket enterprise license.
04_1603,04,amusements,part ii, gaming,chapter 16, junkets,-,-,-,-,1603, classification system.
04_1604,04,amusements,part ii, gaming,chapter 16, junkets,-,-,-,-,1604, gaming junket representatives.
04_1605,04,amusements,part ii, gaming,chapter 16, junkets,-,-,-,-,1605, junket agreements.
04_1606,04,amusements,part ii, gaming,chapter 16, junkets,-,-,-,-,1606, conduct of junket.
04_1607,04,amusements,part ii, gaming,chapter 16, junkets,-,-,-,-,1607, violation of terms.
04_1608,04,amusements,part ii, gaming,chapter 16, junkets,-,-,-,-,1608, records.
04_1609,04,amusements,part ii, gaming,chapter 16, junkets,-,-,-,-,1609, report.
04_1610,04,amusements,part ii, gaming,chapter 16, junkets,-,-,-,-,1610, gaming junket arrangement.
04_1611,04,amusements,part ii, gaming,chapter 16, junkets,-,-,-,-,1611, prohibitions.
04_1701,04,amusements,part ii, gaming,chapter 17, gaming schools,-,-,-,-,1701, curriculum.
04_1701.1,04,amusements,part ii, gaming,chapter 17, gaming schools,-,-,-,-,1701.1,(reserved).
04_1702,04,amusements,part ii, gaming,chapter 17, gaming schools,-,-,-,-,1702, gaming school gaming equipment.
04_1801,04,amusements,part ii, gaming,chapter 18, fingerprinting,-,-,-,-,1801, duty to provide.
04_1802,04,amusements,part ii, gaming,chapter 18, fingerprinting,-,-,-,-,1802, submission of fingerprints and photographs.
04_1803,04,amusements,part ii, gaming,chapter 18, fingerprinting,-,-,-,-,1803, commission exemption.
04_1804,04,amusements,part ii, gaming,chapter 18, fingerprinting,-,-,-,-,1804, board exemption.
04_1805,04,amusements,part ii, gaming,chapter 18, fingerprinting,-,-,-,-,1805, reimbursement.
04_1901,04,amusements,part ii, gaming,chapter 19, miscellaneous provisions,-,-,-,-,1901, appropriations.
04_1901.1,04,amusements,part ii, gaming,chapter 19, miscellaneous provisions,-,-,-,-,1901.1,repayments to general fund.
04_1901.2,04,amusements,part ii, gaming,chapter 19, miscellaneous provisions,-,-,-,-,1901.2,commonwealth financing authority.
04_1901.3,04,amusements,part ii, gaming,chapter 19, miscellaneous provisions,-,-,-,-,1901.3,adverse litigation.
04_1902,04,amusements,part ii, gaming,chapter 19, miscellaneous provisions,-,-,-,-,1902, severability.
04_1903,04,amusements,part ii, gaming,chapter 19, miscellaneous provisions,-,-,-,-,1903, repeals.
04_1904,04,amusements,part ii, gaming,chapter 19, miscellaneous provisions,-,-,-,-,1904, exclusive jurisdiction of supreme court.
04_3101,04,amusements,part iii, video gaming,chapter 31, general provisions,-,-,-,-,3101, scope of part.
04_3102,04,amusements,part iii, video gaming,chapter 31, general provisions,-,-,-,-,3102, definitions.
04_3301,04,amusements,part iii, video gaming,chapter 33, administration,-,-,-,-,3301, powers of board.
04_3302,04,amusements,part iii, video gaming,chapter 33, administration,-,-,-,-,3302, regulatory authority of board.
04_3303,04,amusements,part iii, video gaming,chapter 33, administration,-,-,-,-,3303, temporary regulations.
04_3304,04,amusements,part iii, video gaming,chapter 33, administration,-,-,-,-,3304, appeals.
04_3305,04,amusements,part iii, video gaming,chapter 33, administration,-,-,-,-,3305, records and confidentiality of information.
04_3306,04,amusements,part iii, video gaming,chapter 33, administration,-,-,-,-,3306, reporting.
04_3307,04,amusements,part iii, video gaming,chapter 33, administration,-,-,-,-,3307, diversity.
04_3308,04,amusements,part iii, video gaming,chapter 33, administration,-,-,-,-,3308, authority of department.
04_3309,04,amusements,part iii, video gaming,chapter 33, administration,-,-,-,-,3309, central control computer system.
04_3310,04,amusements,part iii, video gaming,chapter 33, administration,-,-,-,-,3310, department of drug and alcohol programs or successor agency.
04_3501,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3501, general prohibition.
04_3502,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3502, terminal operator licenses.
04_3503,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3503, (reserved).
04_3504,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3504, principal licenses.
04_3505,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3505, key employee licenses.
04_3506,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3506, divestiture of disqualifying applicant.
04_3507,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3507, supplier licenses.
04_3508,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3508, manufacturer licenses.
04_3509,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3509, gaming service provider.
04_3510,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3510, occupation permit.
04_3511,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3511, alternative terminal operator licensing standards.
04_3512,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3512, alternative manufacturer licensing standards.
04_3513,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3513, alternative supplier licensing standards.
04_3514,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3514, establishment licenses.
04_3515,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3515, license or permit prohibition.
04_3516,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3516, issuance and renewal.
04_3517,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3517, change in ownership or control of terminal operator licensee.
04_3518,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3518, video gaming accounting controls and audits.
04_3519,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3519, multiple licenses prohibited.
04_3520,04,amusements,part iii, video gaming,chapter 35, application and licensure,-,-,-,-,3520, conditional licenses.
04_3701,04,amusements,part iii, video gaming,chapter 37, operation,-,-,-,-,3701, testing and certification of terminals.
04_3702,04,amusements,part iii, video gaming,chapter 37, operation,-,-,-,-,3702, video gaming limitations.
04_3703,04,amusements,part iii, video gaming,chapter 37, operation,-,-,-,-,3703, (reserved).
04_3704,04,amusements,part iii, video gaming,chapter 37, operation,-,-,-,-,3704, terminal placement agreements.
04_3705,04,amusements,part iii, video gaming,chapter 37, operation,-,-,-,-,3705, duties of licensees.
04_3706,04,amusements,part iii, video gaming,chapter 37, operation,-,-,-,-,3706, compulsive and problem gambling.
04_3901,04,amusements,part iii, video gaming,chapter 39, enforcement,-,-,-,-,3901, exclusion or ejection of certain persons.
04_3902,04,amusements,part iii, video gaming,chapter 39, enforcement,-,-,-,-,3902, repeat offenders.
04_3903,04,amusements,part iii, video gaming,chapter 39, enforcement,-,-,-,-,3903, self-exclusion.
04_3904,04,amusements,part iii, video gaming,chapter 39, enforcement,-,-,-,-,3904, investigations and enforcement.
04_3905,04,amusements,part iii, video gaming,chapter 39, enforcement,-,-,-,-,3905, prohibited acts and penalties.
04_3906,04,amusements,part iii, video gaming,chapter 39, enforcement,-,-,-,-,3906, report of suspicious transactions.
04_3907,04,amusements,part iii, video gaming,chapter 39, enforcement,-,-,-,-,3907, additional authority.
04_3908,04,amusements,part iii, video gaming,chapter 39, enforcement,-,-,-,-,3908, detention.
04_4101,04,amusements,part iii, video gaming,chapter 41, revenues,-,-,-,-,4101, fees.
04_4102,04,amusements,part iii, video gaming,chapter 41, revenues,-,-,-,-,4102, taxes and assessments.
04_4103,04,amusements,part iii, video gaming,chapter 41, revenues,-,-,-,-,4103, distribution of local share.
04_4104,04,amusements,part iii, video gaming,chapter 41, revenues,-,-,-,-,4104, regulatory assessments.
04_4105,04,amusements,part iii, video gaming,chapter 41, revenues,-,-,-,-,4105, transfers from video gaming fund.
04_4301,04,amusements,part iii, video gaming,chapter 43, ethics,-,-,-,-,4301, board code of conduct.
04_4302,04,amusements,part iii, video gaming,chapter 43, ethics,-,-,-,-,4302, additional board restrictions.
04_4303,04,amusements,part iii, video gaming,chapter 43, ethics,-,-,-,-,4303, financial and employment interests.
04_4304,04,amusements,part iii, video gaming,chapter 43, ethics,-,-,-,-,4304, additional restrictions.
04_4305,04,amusements,part iii, video gaming,chapter 43, ethics,-,-,-,-,4305, political influence.
04_4501,04,amusements,part iii, video gaming,chapter 45, miscellaneous provisions,-,-,-,-,4501, (reserved).
04_4502,04,amusements,part iii, video gaming,chapter 45, miscellaneous provisions,-,-,-,-,4502, declaration of exemption from federal laws prohibiting video gaming terminals.
04_4503,04,amusements,part iii, video gaming,chapter 45, miscellaneous provisions,-,-,-,-,4503, preemption of local taxes and license fees.
04_4504,04,amusements,part iii, video gaming,chapter 45, miscellaneous provisions,-,-,-,-,4504, exclusive jurisdiction of supreme court.
04_4505,04,amusements,part iii, video gaming,chapter 45, miscellaneous provisions,-,-,-,-,4505, commonwealth financing authority.
04_4506,04,amusements,part iii, video gaming,chapter 45, miscellaneous provisions,-,-,-,-,4506, host county option.
04_301,04,amusements,part i, video gaming,chapter 3,-,subchapter a,-,-,-,301, scope of chapter.
04_302,04,amusements,part i, video gaming,chapter 3,-,subchapter a,-,-,-,302, definitions.
04_311,04,amusements,part i, video gaming,chapter 3,-,subchapter b,-,-,-,311, general and specific powers of board.
04_312,04,amusements,part i, video gaming,chapter 3,-,subchapter b,-,-,-,312, temporary regulations.
04_313,04,amusements,part i, video gaming,chapter 3,-,subchapter b,-,-,-,313, fantasy contest license appeals.
04_314,04,amusements,part i, video gaming,chapter 3,-,subchapter b,-,-,-,314, board minutes and records.
04_315,04,amusements,part i, video gaming,chapter 3,-,subchapter b,-,-,-,315, reports of board.
04_321,04,amusements,part i, video gaming,chapter 3,-,subchapter c,-,-,-,321, general prohibition.
04_322,04,amusements,part i, video gaming,chapter 3,-,subchapter c,-,-,-,322, application.
04_323,04,amusements,part i, video gaming,chapter 3,-,subchapter c,-,-,-,323, issuance and denial of license.
04_324,04,amusements,part i, video gaming,chapter 3,-,subchapter c,-,-,-,324, license renewal.
04_325,04,amusements,part i, video gaming,chapter 3,-,subchapter c,-,-,-,325, conditions of licensure.
04_326,04,amusements,part i, video gaming,chapter 3,-,subchapter c,-,-,-,326, prohibitions.
04_327,04,amusements,part i, video gaming,chapter 3,-,subchapter c,-,-,-,327, change in ownership or control of licensed operators.
04_328,04,amusements,part i, video gaming,chapter 3,-,subchapter c,-,-,-,328, penalties.
04_331,04,amusements,part i, video gaming,chapter 3,-,subchapter d,-,-,-,331, fantasy contest tax.
04_332,04,amusements,part i, video gaming,chapter 3,-,subchapter d,-,-,-,332, licensed operator deposits.
04_333,04,amusements,part i, video gaming,chapter 3,-,subchapter d,-,-,-,333, responsibility and authority of department.
04_334,04,amusements,part i, video gaming,chapter 3,-,subchapter d,-,-,-,334, compulsive and problem gambling.
04_341,04,amusements,part i, video gaming,chapter 3,-,subchapter e,-,-,-,341, applicability of other statutes.
04_341.1,04,amusements,part i, video gaming,chapter 3,-,subchapter e,-,-,-,341.1, liability.
04_342,04,amusements,part i, video gaming,chapter 3,-,subchapter e,-,-,-,342, licensed gaming entities.
04_501,04,amusements,part i, video gaming,chapter 5,-,-,-,-,-,501, scope of chapter.
04_502,04,amusements,part i, video gaming,chapter 5,-,-,-,-,-,502, definitions.
04_503,04,amusements,part i, video gaming,chapter 5,-,-,-,-,-,503, ilottery authorization.
04_504,04,amusements,part i, video gaming,chapter 5,-,-,-,-,-,504, retail incentive program.
04_505,04,amusements,part i, video gaming,chapter 5,-,-,-,-,-,505, lottery sales advisory council.
04_1101,04,amusements,part ii, video gaming,chapter 11,-,-,-,-,-,1101, short title of part.
04_1102,04,amusements,part ii, video gaming,chapter 11,-,-,-,-,-,1102, legislative intent.
04_1103,04,amusements,part ii, video gaming,chapter 11,-,-,-,-,-,1103, definitions.
04_1201,04,amusements,part ii, video gaming,chapter 12,-,-,-,-,-,1201, pennsylvania gaming control board established.
04_1201.1,04,amusements,part ii, video gaming,chapter 12,-,-,-,-,-,1201.1, applicability of other statutes.
04_1202,04,amusements,part ii, video gaming,chapter 12,-,-,-,-,-,1202, general and specific powers.
04_1202.1,04,amusements,part ii, video gaming,chapter 12,-,-,-,-,-,1202.1, code of conduct.
04_1202.2,04,amusements,part ii, video gaming,chapter 12,-,-,-,-,-,1202.2, expenses of regulatory agencies.
04_1203,04,amusements,part ii, video gaming,chapter 12,-,-,-,-,-,1203, temporary regulations.
04_1204,04,amusements,part ii, video gaming,chapter 12,-,-,-,-,-,1204, licensed gaming entity application appeals from board.
04_1205,04,amusements,part ii, video gaming,chapter 12,-,-,-,-,-,1205, license or permit application hearing process; public input hearings.
04_1206,04,amusements,part ii, video gaming,chapter 12,-,-,-,-,-,1206, board minutes and records.
04_1207,04,amusements,part ii, video gaming,chapter 12,-,-,-,-,-,1207, regulatory authority of board.
04_1208,04,amusements,part ii, video gaming,chapter 12,-,-,-,-,-,1208, collection of fees and fines.
04_1209,04,amusements,part ii, video gaming,chapter 12,-,-,-,-,-,1209, slot machine license fee.
04_1210,04,amusements,part ii, video gaming,chapter 12,-,-,-,-,-,1210, number of slot machines.
04_1211,04,amusements,part ii, video gaming,chapter 12,-,-,-,-,-,1211, reports of board.
04_1212,04,amusements,part ii, video gaming,chapter 12,-,-,-,-,-,1212, diversity goals of board.
04_1213,04,amusements,part ii, video gaming,chapter 12,-,-,-,-,-,1213, license or permit prohibition.
04_1214,04,amusements,part ii, video gaming,chapter 12,-,-,-,-,-,1214, specific authority to suspend slot machine license.
04_1301,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1301, authorized slot machine licenses.
04_1302,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1302, category 1 slot machine license.
04_1303,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1303, additional category 1 slot machine license requirements.
04_1304,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1304, category 2 slot machine license.
04_1305,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1305, category 3 slot machine license.
04_1305.1,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1305.1, category 4 slot machine license.
04_1305.2,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1305.2, conduct of auctions.
04_1306,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1306, order of initial license issuance.
04_1307,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1307, number of slot machine licenses.
04_1308,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1308, applications for license or permit.
04_1309,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1309, slot machine license application.
04_1310,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1310, slot machine license application character requirements.
04_1311,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1311, additional slot machine license requirements.
04_1311.1,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1311.1, licensing of principals.
04_1311.2,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1311.2, licensing of key employees.
04_1312,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1312, divestiture of disqualifying applicant.
04_1313,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1313, slot machine license application financial fitness requirements.
04_1314,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1314, alternative category 1 licensing standards.
04_1315,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1315, conditional category 1 licenses.
04_1316,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1316, bond for issuance of slot machine license.
04_1317,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1317, supplier licenses.
04_1317.1,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1317.1, manufacturer licenses.
04_1317.2,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1317.2, gaming service provider.
04_1317.3,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1317.3, nongaming service provider.
04_1318,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1318, occupation permit application.
04_1319,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1319, alternative manufacturer licensing standards.
04_1319.1,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1319.1, alternative supplier licensing standards.
04_1320,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1320, slot machine testing and certification standards.
04_1321,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1321, additional licenses and permits and approval of agreements.
04_1322,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1322, slot machine accounting controls and audits.
04_1323,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1323, central control computer system.
04_1324,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1324, protocol information.
04_1325,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1325, license or permit issuance.
04_1326,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1326, renewals.
04_1326.1,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1326.1, slot machine license operation fee.
04_1327,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1327, nontransferability of licenses.
04_1328,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1328, change in ownership or control of slot machine licensee.
04_1329,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1329, portability and relocation of slot machine license.
04_1330,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1330, multiple slot machine license prohibition (repealed).
04_1331,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1331," duty of licensees, key employees and gaming employees."
04_1332,04,amusements,part ii, video gaming,chapter 13,-,-,-,-,-,1332, appointment of trustee.
04_13a01,04,amusements,part ii, video gaming,chapter 13a,-,subchapter a,-,-,-,13a01, (reserved).
04_13a02,04,amusements,part ii, video gaming,chapter 13a,-,subchapter a,-,-,-,13a02, regulatory authority.
04_13a03,04,amusements,part ii, video gaming,chapter 13a,-,subchapter a,-,-,-,13a03, temporary table game regulations.
04_13a04,04,amusements,part ii, video gaming,chapter 13a,-,subchapter a,-,-,-,13a04, commonwealth resident employment goals.
04_13a11,04,amusements,part ii, video gaming,chapter 13a,-,subchapter b,-,-,-,13a11, authorization to conduct table games.
04_13a12,04,amusements,part ii, video gaming,chapter 13a,-,subchapter b,-,-,-,13a12, petition requirements.
04_13a13,04,amusements,part ii, video gaming,chapter 13a,-,subchapter b,-,-,-,13a13, prohibitions.
04_13a14,04,amusements,part ii, video gaming,chapter 13a,-,subchapter b,-,-,-,13a14, table game authorization hearing process; public input hearings.
04_13a15,04,amusements,part ii, video gaming,chapter 13a,-,subchapter b,-,-,-,13a15, standard for review of petitions.
04_13a16,04,amusements,part ii, video gaming,chapter 13a,-,subchapter b,-,-,-,13a16, award of certificate.
04_13a16.1,04,amusements,part ii, video gaming,chapter 13a,-,subchapter b,-,-,-,13a16.1, amendment of statement of conditions.
04_13a17,04,amusements,part ii, video gaming,chapter 13a,-,subchapter b,-,-,-,13a17, table game operation certificate.
04_13a18,04,amusements,part ii, video gaming,chapter 13a,-,subchapter b,-,-,-,13a18, timing of initial table game authorizations.
04_13a21,04,amusements,part ii, video gaming,chapter 13a,-,subchapter c,-,-,-,13a21, authorized locations for operation.
04_13a22,04,amusements,part ii, video gaming,chapter 13a,-,subchapter c,-,-,-,13a22, commencement of table game operations.
04_13a22.1,04,amusements,part ii, video gaming,chapter 13a,-,subchapter c,-,-,-,13a22.1, table game tournaments.
04_13a23,04,amusements,part ii, video gaming,chapter 13a,-,subchapter c,-,-,-,13a23, training of employees and potential employees.
04_13a23.1,04,amusements,part ii, video gaming,chapter 13a,-,subchapter c,-,-,-,13a23.1, training equipment.
04_13a24,04,amusements,part ii, video gaming,chapter 13a,-,subchapter c,-,-,-,13a24, condition of continued operation.
04_13a25,04,amusements,part ii, video gaming,chapter 13a,-,subchapter c,-,-,-,13a25, table game accounting controls and audit protocols.
04_13a26,04,amusements,part ii, video gaming,chapter 13a,-,subchapter c,-,-,-,13a26, cash equivalents.
04_13a27,04,amusements,part ii, video gaming,chapter 13a,-,subchapter c,-,-,-,13a27, other financial transactions.
04_13a28,04,amusements,part ii, video gaming,chapter 13a,-,subchapter c,-,-,-,13a28, key employees and occupation permits.
04_13a29,04,amusements,part ii, video gaming,chapter 13a,-,subchapter c,-,-,-,13a29, application of clean indoor air act.
04_13a29.1,04,amusements,part ii, video gaming,chapter 13a,-,subchapter c,-,-,-,13a29.1, application of liquor code.
04_13a41,04,amusements,part ii, video gaming,chapter 13a,-,subchapter e,-,-,-,13a41, table game device and associated equipment testing and certification standards.
04_13a61,04,amusements,part ii, video gaming,chapter 13a,-,subchapter g,-,-,-,13a61, table game authorization fee.
04_13a62,04,amusements,part ii, video gaming,chapter 13a,-,subchapter g,-,-,-,13a62, table game taxes.
04_13a63,04,amusements,part ii, video gaming,chapter 13a,-,subchapter g,-,-,-,13a63, local share assessment.
04_13b01,04,amusements,part ii, video gaming,chapter 13b,-,subchapter a,-,-,-,13b01, (reserved).
04_13b02,04,amusements,part ii, video gaming,chapter 13b,-,subchapter a,-,-,-,13b02, regulatory authority.
04_13b03,04,amusements,part ii, video gaming,chapter 13b,-,subchapter a,-,-,-,13b03, regulations.
04_13b11,04,amusements,part ii, video gaming,chapter 13b,-,subchapter b,-,-,-,13b11, authorization to conduct interactive gaming.
04_13b12,04,amusements,part ii, video gaming,chapter 13b,-,subchapter b,-,-,-,13b12, interactive gaming certificate required and content of petition.
04_13b13,04,amusements,part ii, video gaming,chapter 13b,-,subchapter b,-,-,-,13b13, issuance of interactive gaming certificate.
04_13b14,04,amusements,part ii, video gaming,chapter 13b,-,subchapter b,-,-,-,13b14, interactive gaming operators.
04_13b15,04,amusements,part ii, video gaming,chapter 13b,-,subchapter b,-,-,-,13b15, interactive gaming certificate and interactive gaming license.
04_13b16,04,amusements,part ii, video gaming,chapter 13b,-,subchapter b,-,-,-,13b16, timing of initial interactive gaming authorizations.
04_13b20,04,amusements,part ii, video gaming,chapter 13b,-,subchapter b.1,-,-,-,13b20, authorization.
04_13b20.1,04,amusements,part ii, video gaming,chapter 13b,-,subchapter b.1,-,-,-,13b20.1, (reserved).
